experiment,experiment_id,condition,condition_id,stimulus_id,stimulus_name,page_id,item_id,text,question_id,question,response_true,distractor_1,distractor_2,distractor_3,para_id,page_word_id,para_word_id,stim_word_id,exp_word_id
reveil-zh,1,real,1,3,Japan,1,25,日,,,,,,,1,64,53,64,2253
reveil-zh,1,real,1,3,Japan,1,25,本,,,,,,,1,65,54,65,2254
reveil-zh,1,real,1,3,Japan,1,25,，,,,,,,,1,66,55,66,2255
reveil-zh,1,real,1,3,Japan,1,25,准,,,,,,,1,67,56,67,2256
reveil-zh,1,real,1,3,Japan,1,25,时,,,,,,,1,68,57,68,2257
reveil-zh,1,real,1,3,Japan,1,25,下,,,,,,,1,69,58,69,2258
reveil-zh,1,real,1,3,Japan,1,25,班,,,,,,,1,70,59,70,2259
reveil-zh,1,real,1,3,Japan,1,25,、,,,,,,,1,71,60,71,2260
reveil-zh,1,real,1,3,Japan,1,25,回,,,,,,,1,72,61,72,2261
reveil-zh,1,real,1,3,Japan,1,25,家,,,,,,,1,73,62,73,2262
reveil-zh,1,real,1,3,Japan,1,25,吃,,,,,,,1,74,63,74,2263
reveil-zh,1,real,1,3,Japan,1,25,晚,,,,,,,1,75,64,75,2264
reveil-zh,1,real,1,3,Japan,1,25,饭,,,,,,,1,76,65,76,2265
reveil-zh,1,real,1,3,Japan,1,25,，,,,,,,,1,77,66,77,2266
reveil-zh,1,real,1,3,Japan,1,25,竟,,,,,,,1,78,67,78,2267
reveil-zh,1,real,1,3,Japan,1,25,可,,,,,,,1,79,68,79,2268
reveil-zh,1,real,1,3,Japan,1,25,能,,,,,,,1,80,69,80,2269
reveil-zh,1,real,1,3,Japan,1,25,被,,,,,,,1,81,70,81,2270
reveil-zh,1,real,1,3,Japan,1,25,视,,,,,,,1,82,71,82,2271
reveil-zh,1,real,1,3,Japan,1,25,为,,,,,,,1,83,72,83,2272
reveil-zh,1,real,1,3,Japan,1,25,对,,,,,,,1,84,73,84,2273
reveil-zh,1,real,1,3,Japan,1,25,公,,,,,,,1,85,74,85,2274
reveil-zh,1,real,1,3,Japan,1,25,司,,,,,,,1,86,75,86,2275
reveil-zh,1,real,1,3,Japan,1,25,的,,,,,,,1,87,76,87,2276
reveil-zh,1,real,1,3,Japan,1,25,不,,,,,,,1,88,77,88,2277
reveil-zh,1,real,1,3,Japan,1,25,忠,,,,,,,1,89,78,89,2278
reveil-zh,1,real,1,3,Japan,1,25,。,,,,,,,1,90,79,90,2279
reveil-zh,1,real,1,3,Japan,2,26,长,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,0,0,91,2280
reveil-zh,1,real,1,3,Japan,2,26,久,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,1,1,92,2281
reveil-zh,1,real,1,3,Japan,2,26,以,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,2,2,93,2282
reveil-zh,1,real,1,3,Japan,2,26,来,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,3,3,94,2283
reveil-zh,1,real,1,3,Japan,2,26,，,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,4,4,95,2284
reveil-zh,1,real,1,3,Japan,2,26,日,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,5,5,96,2285
reveil-zh,1,real,1,3,Japan,2,26,本,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,6,6,97,2286
reveil-zh,1,real,1,3,Japan,2,26,企,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,7,7,98,2287
reveil-zh,1,real,1,3,Japan,2,26,业,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,8,8,99,2288
reveil-zh,1,real,1,3,Japan,2,26,被,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,9,9,100,2289
reveil-zh,1,real,1,3,Japan,2,26,默,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,10,10,101,2290
reveil-zh,1,real,1,3,Japan,2,26,许,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,11,11,102,2291
reveil-zh,1,real,1,3,Japan,2,26,最,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,12,12,103,2292
reveil-zh,1,real,1,3,Japan,2,26,大,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,13,13,104,2293
reveil-zh,1,real,1,3,Japan,2,26,限,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,14,14,105,2294
reveil-zh,1,real,1,3,Japan,2,26,度,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,15,15,106,2295
reveil-zh,1,real,1,3,Japan,2,26,地,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,16,16,107,2296
reveil-zh,1,real,1,3,Japan,2,26,榨,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,17,17,108,2297
reveil-zh,1,real,1,3,Japan,2,26,取,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,18,18,109,2298
reveil-zh,1,real,1,3,Japan,2,26,员,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,19,19,110,2299
reveil-zh,1,real,1,3,Japan,2,26,工,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,20,20,111,2300
reveil-zh,1,real,1,3,Japan,2,26,的,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,21,21,112,2301
reveil-zh,1,real,1,3,Japan,2,26,生,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,22,22,113,2302
reveil-zh,1,real,1,3,Japan,2,26,产,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,23,23,114,2303
reveil-zh,1,real,1,3,Japan,2,26,力,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,24,24,115,2304
reveil-zh,1,real,1,3,Japan,2,26,，,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,25,25,116,2305
reveil-zh,1,real,1,3,Japan,2,26,过,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,26,26,117,2306
reveil-zh,1,real,1,3,Japan,2,26,度,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,27,27,118,2307
reveil-zh,1,real,1,3,Japan,2,26,加,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,28,28,119,2308
reveil-zh,1,real,1,3,Japan,2,26,班,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,29,29,120,2309
reveil-zh,1,real,1,3,Japan,2,26,已,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,30,30,121,2310
reveil-zh,1,real,1,3,Japan,2,26,成,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,31,31,122,2311
reveil-zh,1,real,1,3,Japan,2,26,为,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,32,32,123,2312
reveil-zh,1,real,1,3,Japan,2,26,职,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,33,33,124,2313
reveil-zh,1,real,1,3,Japan,2,26,场,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,34,34,125,2314
reveil-zh,1,real,1,3,Japan,2,26,常,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,35,35,126,2315
reveil-zh,1,real,1,3,Japan,2,26,态,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,36,36,127,2316
reveil-zh,1,real,1,3,Japan,2,26,。,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,37,37,128,2317
reveil-zh,1,real,1,3,Japan,2,26,但,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,38,38,129,2318
reveil-zh,1,real,1,3,Japan,2,26,如,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,39,39,130,2319
reveil-zh,1,real,1,3,Japan,2,26,今,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,40,40,131,2320
reveil-zh,1,real,1,3,Japan,2,26,，,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,41,41,132,2321
reveil-zh,1,real,1,3,Japan,2,26,这,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,42,42,133,2322
reveil-zh,1,real,1,3,Japan,2,26,一,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,43,43,134,2323
reveil-zh,1,real,1,3,Japan,2,26,传,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,44,44,135,2324
reveil-zh,1,real,1,3,Japan,2,26,统,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,45,45,136,2325
reveil-zh,1,real,1,3,Japan,2,26,正,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,46,46,137,2326
reveil-zh,1,real,1,3,Japan,2,26,受,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,47,47,138,2327
reveil-zh,1,real,1,3,Japan,2,26,到,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,48,48,139,2328
reveil-zh,1,real,1,3,Japan,2,26,挑,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,49,49,140,2329
reveil-zh,1,real,1,3,Japan,2,26,战,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,50,50,141,2330
reveil-zh,1,real,1,3,Japan,2,26,。,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,51,51,142,2331
reveil-zh,1,real,1,3,Japan,2,26,日,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,52,52,143,2332
reveil-zh,1,real,1,3,Japan,2,26,本,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,53,53,144,2333
reveil-zh,1,real,1,3,Japan,2,26,政,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,54,54,145,2334
reveil-zh,1,real,1,3,Japan,2,26,府,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,55,55,146,2335
reveil-zh,1,real,1,3,Japan,2,26,正,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,56,56,147,2336
reveil-zh,1,real,1,3,Japan,2,26,考,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,57,57,148,2337
reveil-zh,1,real,1,3,Japan,2,26,虑,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,58,58,149,2338
reveil-zh,1,real,1,3,Japan,2,26,立,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,59,59,150,2339
reveil-zh,1,real,1,3,Japan,2,26,法,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,60,60,151,2340
reveil-zh,1,real,1,3,Japan,2,26,，,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,61,61,152,2341
reveil-zh,1,real,1,3,Japan,2,26,强,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,62,62,153,2342
reveil-zh,1,real,1,3,Japan,2,26,制,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,63,63,154,2343
reveil-zh,1,real,1,3,Japan,2,26,企,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,64,64,155,2344
reveil-zh,1,real,1,3,Japan,2,26,业,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,65,65,156,2345
reveil-zh,1,real,1,3,Japan,2,26,确,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,66,66,157,2346
reveil-zh,1,real,1,3,Japan,2,26,保,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,67,67,158,2347
reveil-zh,1,real,1,3,Japan,2,26,员,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,68,68,159,2348
reveil-zh,1,real,1,3,Japan,2,26,工,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,69,69,160,2349
reveil-zh,1,real,1,3,Japan,2,26,每,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,70,70,161,2350
reveil-zh,1,real,1,3,Japan,2,26,年,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,71,71,162,2351
reveil-zh,1,real,1,3,Japan,2,26,至,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,72,72,163,2352
reveil-zh,1,real,1,3,Japan,2,26,少,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,73,73,164,2353
reveil-zh,1,real,1,3,Japan,2,26,享,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,74,74,165,2354
reveil-zh,1,real,1,3,Japan,2,26,有,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,75,75,166,2355
reveil-zh,1,real,1,3,Japan,2,26,五,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,76,76,167,2356
reveil-zh,1,real,1,3,Japan,2,26,天,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,77,77,168,2357
reveil-zh,1,real,1,3,Japan,2,26,带,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,78,78,169,2358
reveil-zh,1,real,1,3,Japan,2,26,薪,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,79,79,170,2359
reveil-zh,1,real,1,3,Japan,2,26,休,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,80,80,171,2360
reveil-zh,1,real,1,3,Japan,2,26,假,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,81,81,172,2361
reveil-zh,1,real,1,3,Japan,2,26,，,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,82,82,173,2362
reveil-zh,1,real,1,3,Japan,2,26,以,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,83,83,174,2363
reveil-zh,1,real,1,3,Japan,2,26,打,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,84,84,175,2364
reveil-zh,1,real,1,3,Japan,2,26,破,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,85,85,176,2365
reveil-zh,1,real,1,3,Japan,2,26,根,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,86,86,177,2366
reveil-zh,1,real,1,3,Japan,2,26,深,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,87,87,178,2367
reveil-zh,1,real,1,3,Japan,2,26,蒂,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,88,88,179,2368
reveil-zh,1,real,1,3,Japan,2,26,固,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,89,89,180,2369
reveil-zh,1,real,1,3,Japan,2,26,的,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,90,90,181,2370
reveil-zh,1,real,1,3,Japan,2,26,过,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,91,91,182,2371
reveil-zh,1,real,1,3,Japan,2,26,劳,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,92,92,183,2372
reveil-zh,1,real,1,3,Japan,2,26,文,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,93,93,184,2373
reveil-zh,1,real,1,3,Japan,2,26,化,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,94,94,185,2374
reveil-zh,1,real,1,3,Japan,2,26,，,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,95,95,186,2375
reveil-zh,1,real,1,3,Japan,2,26,重,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,96,96,187,2376
reveil-zh,1,real,1,3,Japan,2,26,塑,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,97,97,188,2377
reveil-zh,1,real,1,3,Japan,2,26,更,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,98,98,189,2378
reveil-zh,1,real,1,3,Japan,2,26,健,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,99,99,190,2379
reveil-zh,1,real,1,3,Japan,2,26,康,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,100,100,191,2380
reveil-zh,1,real,1,3,Japan,2,26,的,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,101,101,192,2381
reveil-zh,1,real,1,3,Japan,2,26,职,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,102,102,193,2382
reveil-zh,1,real,1,3,Japan,2,26,场,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,103,103,194,2383
reveil-zh,1,real,1,3,Japan,2,26,生,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,104,104,195,2384
reveil-zh,1,real,1,3,Japan,2,26,态,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,105,105,196,2385
reveil-zh,1,real,1,3,Japan,2,26,。,1,日本政府希望员工做什么？,休更多的假,在国家法定假日不要工作,每天准时回家吃晚餐,减少加班时间,0,106,106,197,2386
reveil-zh,1,real,1,3,Japan,3,27,日,,,,,,,0,0,0,198,2387
reveil-zh,1,real,1,3,Japan,3,27,本,,,,,,,0,1,1,199,2388
reveil-zh,1,real,1,3,Japan,3,27,员,,,,,,,0,2,2,200,2389
reveil-zh,1,real,1,3,Japan,3,27,工,,,,,,,0,3,3,201,2390
reveil-zh,1,real,1,3,Japan,3,27,理,,,,,,,0,4,4,202,2391
reveil-zh,1,real,1,3,Japan,3,27,论,,,,,,,0,5,5,203,2392
reveil-zh,1,real,1,3,Japan,3,27,上,,,,,,,0,6,6,204,2393
reveil-zh,1,real,1,3,Japan,3,27,每,,,,,,,0,7,7,205,2394
reveil-zh,1,real,1,3,Japan,3,27,年,,,,,,,0,8,8,206,2395
reveil-zh,1,real,1,3,Japan,3,27,可,,,,,,,0,9,9,207,2396
reveil-zh,1,real,1,3,Japan,3,27,享,,,,,,,0,10,10,208,2397
reveil-zh,1,real,1,3,Japan,3,27,有,,,,,,,0,11,11,209,2398
reveil-zh,1,real,1,3,Japan,3,27,十,,,,,,,0,12,12,210,2399
reveil-zh,1,real,1,3,Japan,3,27,八,,,,,,,0,13,13,211,2400
reveil-zh,1,real,1,3,Japan,3,27,天,,,,,,,0,14,14,212,2401
reveil-zh,1,real,1,3,Japan,3,27,半,,,,,,,0,15,15,213,2402
reveil-zh,1,real,1,3,Japan,3,27,的,,,,,,,0,16,16,214,2403
reveil-zh,1,real,1,3,Japan,3,27,带,,,,,,,0,17,17,215,2404
reveil-zh,1,real,1,3,Japan,3,27,薪,,,,,,,0,18,18,216,2405
reveil-zh,1,real,1,3,Japan,3,27,假,,,,,,,0,19,19,217,2406
reveil-zh,1,real,1,3,Japan,3,27,期,,,,,,,0,20,20,218,2407
reveil-zh,1,real,1,3,Japan,3,27,（,,,,,,,0,21,21,219,2408
reveil-zh,1,real,1,3,Japan,3,27,仅,,,,,,,0,22,22,220,2409
reveil-zh,1,real,1,3,Japan,3,27,比,,,,,,,0,23,23,221,2410
reveil-zh,1,real,1,3,Japan,3,27,全,,,,,,,0,24,24,222,2411
reveil-zh,1,real,1,3,Japan,3,27,球,,,,,,,0,25,25,223,2412
reveil-zh,1,real,1,3,Japan,3,27,平,,,,,,,0,26,26,224,2413
reveil-zh,1,real,1,3,Japan,3,27,均,,,,,,,0,27,27,225,2414
reveil-zh,1,real,1,3,Japan,3,27,水,,,,,,,0,28,28,226,2415
reveil-zh,1,real,1,3,Japan,3,27,平,,,,,,,0,29,29,227,2416
reveil-zh,1,real,1,3,Japan,3,27,少,,,,,,,0,30,30,228,2417
reveil-zh,1,real,1,3,Japan,3,27,两,,,,,,,0,31,31,229,2418
reveil-zh,1,real,1,3,Japan,3,27,天,,,,,,,0,32,32,230,2419
reveil-zh,1,real,1,3,Japan,3,27,）,,,,,,,0,33,33,231,2420
reveil-zh,1,real,1,3,Japan,3,27,，,,,,,,,0,34,34,232,2421
reveil-zh,1,real,1,3,Japan,3,27,最,,,,,,,0,35,35,233,2422
reveil-zh,1,real,1,3,Japan,3,27,低,,,,,,,0,36,36,234,2423
reveil-zh,1,real,1,3,Japan,3,27,标,,,,,,,0,37,37,235,2424
reveil-zh,1,real,1,3,Japan,3,27,准,,,,,,,0,38,38,236,2425
reveil-zh,1,real,1,3,Japan,3,27,为,,,,,,,0,39,39,237,2426
reveil-zh,1,real,1,3,Japan,3,27,十,,,,,,,0,40,40,238,2427
reveil-zh,1,real,1,3,Japan,3,27,天,,,,,,,0,41,41,239,2428
reveil-zh,1,real,1,3,Japan,3,27,，,,,,,,,0,42,42,240,2429
reveil-zh,1,real,1,3,Japan,3,27,另,,,,,,,0,43,43,241,2430
reveil-zh,1,real,1,3,Japan,3,27,有,,,,,,,0,44,44,242,2431
reveil-zh,1,real,1,3,Japan,3,27,十,,,,,,,0,45,45,243,2432
reveil-zh,1,real,1,3,Japan,3,27,五,,,,,,,0,46,46,244,2433
reveil-zh,1,real,1,3,Japan,3,27,个,,,,,,,0,47,47,245,2434
reveil-zh,1,real,1,3,Japan,3,27,法,,,,,,,0,48,48,246,2435
reveil-zh,1,real,1,3,Japan,3,27,定,,,,,,,0,49,49,247,2436
reveil-zh,1,real,1,3,Japan,3,27,节,,,,,,,0,50,50,248,2437
reveil-zh,1,real,1,3,Japan,3,27,假,,,,,,,0,51,51,249,2438
reveil-zh,1,real,1,3,Japan,3,27,日,,,,,,,0,52,52,250,2439
reveil-zh,1,real,1,3,Japan,3,27,。,,,,,,,0,53,53,251,2440
reveil-zh,1,real,1,3,Japan,4,28,然,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,0,0,252,2441
reveil-zh,1,real,1,3,Japan,4,28,而,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,1,1,253,2442
reveil-zh,1,real,1,3,Japan,4,28,，,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,2,2,254,2443
reveil-zh,1,real,1,3,Japan,4,28,现,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,3,3,255,2444
reveil-zh,1,real,1,3,Japan,4,28,实,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,4,4,256,2445
reveil-zh,1,real,1,3,Japan,4,28,情,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,5,5,257,2446
reveil-zh,1,real,1,3,Japan,4,28,况,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,6,6,258,2447
reveil-zh,1,real,1,3,Japan,4,28,却,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,7,7,259,2448
reveil-zh,1,real,1,3,Japan,4,28,与,2,日本员工如何看待两周的夏季假期？,认为时间过长，是没有必要的享受,认为自己无权享受这样的假期,认为公司不会批准,认为会感到无聊,0,8,8,260,2449
